index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
750	45	9.97229	-6	-7	21.54960	27.06460
751	45	9.97311	-5	-8	20.54580	30.65360
752	45	9.97401	-5	-9	19.34960	34.18290
753	45	9.97505	-5	-10	18.27800	37.65040
754	45	9.97626	-4	-11	17.17820	41.20880
755	45	9.97761	-4	-12	16.07860	44.76680
756	45	9.97912	-4	-12	15.07540	48.35420
757	45	9.98071	-4	-13	13.87970	51.88160
758	45	9.98247	-3	-14	12.78050	55.43820
759	45	9.98432	-3	-15	11.70970	58.90300
760	45	9.98635	-3	-16	10.61090	62.45830
761	45	9.98856	-2	-17	 9.60860	66.04280
762	45	9.99084	-2	-18	 8.41400	69.56690
763	45	9.99329	-2	-19	 7.31590	73.12000
764	45	9.99449	-3	-19	11.07030	74.28030
765	45	9.99204	-3	-18	12.16840	70.72720
766	45	9.98973	-3	-17	13.26670	67.17330
767	45	9.98756	-4	-16	14.36530	63.61870
768	45	9.98552	-4	-15	15.46410	60.06330
769	45	9.98362	-4	-15	16.56310	56.50730
770	45	9.98191	-5	-14	17.63410	53.04190
771	45	9.98029	-5	-13	18.73350	49.48480
772	45	9.9788	-5	-12	19.83300	45.92720
773	45	9.97746	-5	-11	20.93260	42.36910
774	45	9.97625	-6	-10	22.03240	38.81070
775	45	9.97519	-6	-9	23.13220	35.25190
776	45	9.97428	-6	-8	24.20400	31.78420
777	45	9.97348	-7	-7	25.30400	28.22500
778	45	9.97283	-7	-6	26.40400	24.66560
779	45	9.97231	-7	-5	27.50410	21.10610
780	45	9.97193	-7	-5	28.60420	17.54650
781	45	9.97169	-8	-4	29.70430	13.98700
782	45	9.97159	-8	-3	30.80440	10.42750
783	45	9.97163	-8	-2	31.90440	 6.86810
784	45	9.9718	-8	-1	33.00440	 3.30890
785	45	9.97212	-9	0	34.10440	-0.25010
786	45	9.97257	-9	1	35.20420	-3.80890
787	45	9.97314	-9	2	36.27580	-7.27600
788	45	9.97387	-10	3	37.37540	-10.83410
789	45	9.97473	-10	4	38.47490	-14.39170
790	45	9.97574	-10	5	39.57430	-17.94880
791	45	9.97688	-10	6	40.67350	-21.50540
792	45	9.97816	-11	6	41.77250	-25.06140
793	45	9.97954	-11	7	42.84310	-28.52560
794	45	9.98109	-11	8	43.94170	-32.08030
795	45	9.98279	-12	9	45.04000	-35.63420
796	45	9.98462	-12	10	46.13810	-39.18730
797	45	9.98414	-13	9	48.79400	-34.47400
798	45	9.98245	-12	8	47.69560	-30.92010
799	45	9.98093	-12	7	46.62520	-27.45660
800	45	9.97951	-12	6	45.52640	-23.90120
801	45	9.97823	-11	5	44.42740	-20.34520
802	45	9.97709	-11	4	43.32820	-16.78860
803	45	9.97609	-11	3	42.22890	-13.23150
804	45	9.97522	-11	2	41.12940	-9.67390
805	45	9.97451	-10	2	40.05790	-6.20710
806	45	9.97392	-10	1	38.95820	-2.64870
807	45	9.97347	-10	0	37.85830	 0.91010
808	45	9.97315	-9	-1	36.73020	 4.56030
809	45	9.97298	-9	-2	35.63020	 8.11960
810	45	9.97294	-9	-3	34.53010	11.67890
811	45	9.97304	-9	-4	33.45830	15.14720
812	45	9.97328	-8	-5	32.35820	18.70670
813	45	9.97366	-8	-6	31.25810	22.26630
814	45	9.97418	-8	-7	30.15800	25.82580
815	45	9.97484	-7	-8	29.05790	29.38510
816	45	9.97563	-7	-8	27.95790	32.94440
817	45	9.97654	-7	-9	26.88620	36.41210
818	45	9.97761	-7	-10	25.78640	39.97090
819	45	9.97881	-6	-11	24.68660	43.52930
820	45	9.98016	-6	-12	23.58700	47.08730
821	45	9.98164	-6	-13	22.48750	50.64500
822	45	9.98327	-5	-14	21.38810	54.20210
823	45	9.98498	-5	-15	20.31710	57.66750
824	45	9.98693	-5	-16	19.18990	61.31470
825	45	9.98891	-5	-17	18.11930	64.77880
826	45	9.99114	-4	-18	16.99250	68.42460
827	45	9.99346	-4	-19	15.89420	71.97850
828	45	9.99266	-5	-18	20.74600	69.58470
829	45	9.99048	-6	-17	21.84460	66.03000
830	45	9.98844	-6	-16	22.94340	62.47470
831	45	9.98654	-6	-15	24.04240	58.91870
832	45	9.98478	-6	-14	25.14160	55.36210
833	45	9.98315	-7	-13	26.24090	51.80500
834	45	9.98167	-7	-12	27.34040	48.24740
835	45	9.98032	-7	-11	28.44000	44.68930
836	45	9.97912	-8	-11	29.53980	41.13090
837	45	9.97805	-8	-10	30.63960	37.57220
838	45	9.97712	-8	-9	31.73960	34.01310
839	45	9.97634	-8	-8	32.81140	30.54520
840	45	9.97569	-9	-7	33.91140	26.98580
841	45	9.97517	-9	-6	35.01150	23.42630
842	45	9.97479	-9	-5	36.11160	19.86670
843	45	9.97455	-10	-4	37.21170	16.30720
844	45	9.97445	-10	-3	38.28360	12.83900
845	45	9.97448	-10	-2	39.38360	 9.27960
846	45	9.97465	-10	-1	40.48360	 5.72030
847	45	9.97496	-11	-1	41.58360	 2.16130
848	45	9.97543	-11	0	42.71160	-1.48870
849	45	9.976	-11	1	43.78320	-4.95580
850	45	9.97673	-12	2	44.88280	-8.51390
851	45	9.97759	-12	3	45.98230	-12.07150
852	45	9.9786	-12	4	47.08170	-15.62860
853	45	9.97974	-12	5	48.18090	-19.18520
854	45	9.98102	-13	6	49.27990	-22.74120
855	45	9.98244	-13	7	50.37870	-26.29650
856	45	9.98396	-13	8	51.44910	-29.76000
857	45	9.98566	-14	7	55.23010	-28.69130
858	45	9.9841	-14	6	54.13150	-25.13670
859	45	9.98268	-14	6	53.03270	-21.58130
860	45	9.9814	-13	5	51.93370	-18.02540
861	45	9.98026	-13	4	50.83460	-14.46880
862	45	9.97925	-13	3	49.73520	-10.91160
863	45	9.97839	-13	2	48.63570	-7.35400
864	45	9.97766	-12	1	47.53610	-3.79600
865	45	9.97707	-12	0	46.43630	-0.23760
866	45	9.97662	-12	-1	45.33650	 3.32120
867	45	9.97631	-11	-2	44.23650	 6.88020
868	45	9.97614	-11	-3	43.13650	10.43940
869	45	9.97611	-11	-4	42.06470	13.90750
870	45	9.97621	-11	-4	40.96460	17.46700
871	45	9.97641	-10	-5	39.76830	20.99690
872	45	9.97683	-10	-6	38.76440	24.58610
873	45	9.97735	-10	-7	37.66430	28.14560
874	45	9.97801	-9	-8	36.56430	31.70500
875	45	9.97878	-9	-9	35.49250	35.17300
876	45	9.97966	-9	-10	34.29630	38.70230
877	45	9.98078	-9	-11	33.29270	42.29070
878	45	9.98199	-8	-12	32.19290	45.84920
879	45	9.98333	-8	-13	31.09330	49.40720
880	45	9.98482	-8	-14	29.99380	52.96480
881	45	9.9864	-7	-15	28.79820	56.49220
882	45	9.9882	-7	-15	27.79520	60.07850
883	45	9.9901	-7	-16	26.69620	63.63450
884	45	9.99214	-7	-17	25.59740	67.18990
885	45	9.99432	-6	-18	24.49890	70.74450
886	45	9.99397	-8	-18	29.34970	68.34950
887	45	9.99188	-8	-17	30.35230	64.76450
888	45	9.98998	-8	-16	31.45130	61.20850
889	45	9.98826	-8	-15	32.64670	57.68160
890	45	9.98664	-9	-14	33.74600	54.12450
891	45	9.98515	-9	-13	34.84550	50.56690
892	45	9.98375	-9	-12	35.84900	46.97910
893	45	9.98255	-10	-11	36.94870	43.42070
894	45	9.98153	-10	-10	38.14480	39.89170
895	45	9.98059	-10	-9	39.24470	36.33260
896	45	9.97982	-10	-8	40.31650	32.86470
897	45	9.97912	-11	-8	41.32040	29.27560
898	45	9.9786	-11	-7	42.42040	25.71610
899	45	9.97827	-11	-6	43.61670	22.18630
900	45	9.97802	-11	-5	44.71680	18.62670
901	45	9.97792	-12	-4	45.81690	15.06720
902	45	9.97791	-12	-3	46.79260	11.56940
903	45	9.97813	-12	-2	47.98880	 8.03990
904	45	9.97844	-13	-1	49.08870	 4.48080
905	45	9.97889	-13	0	50.18860	 0.92210
906	45	9.97948	-13	1	51.28830	-2.63630
907	45	9.98015	-13	2	52.29170	-6.22410
908	45	9.98107	-14	3	53.48750	-9.75200
909	45	9.98207	-14	3	54.58680	-13.30910
910	45	9.98321	-14	4	55.68600	-16.86570
911	45	9.9845	-15	5	56.78500	-20.42170
912	45	9.98587	-15	6	57.78760	-24.00680
913	45	9.98641	-16	5	60.44040	-19.29200
914	45	9.98518	-15	4	59.43760	-15.70630
915	45	9.98404	-15	3	58.33840	-12.14970
916	45	9.98304	-15	2	57.23900	-8.59250
917	45	9.98212	-14	1	56.04330	-5.06470
918	45	9.98139	-14	0	54.94370	-1.50660
919	45	9.98086	-14	-1	53.94010	 2.08150
920	45	9.98041	-14	-1	52.84030	 5.64030
921	45	9.9801	-13	-2	51.74030	 9.19930
922	45	9.97988	-13	-3	50.57240	12.63750
923	45	9.97984	-13	-4	49.47230	16.19690
924	45	9.97999	-12	-5	48.46840	19.78610
925	45	9.98024	-12	-6	47.36830	23.34570
926	45	9.98062	-12	-7	46.26820	26.90520
927	45	9.98108	-12	-8	45.07190	30.43500
928	45	9.98172	-11	-9	44.00010	33.90310
929	45	9.98257	-11	-10	42.99630	37.49210
930	45	9.9835	-11	-11	41.89630	41.05110
931	45	9.98457	-10	-11	40.79650	44.60990
932	45	9.98572	-10	-12	39.60060	48.13850
933	45	9.98707	-10	-13	38.50090	51.69660
934	45	9.98861	-10	-14	37.49760	55.28390
935	45	9.99024	-9	-15	36.39830	58.84110
936	45	9.992	-9	-16	35.29910	62.39760
937	45	9.99385	-9	-17	34.10390	65.92390
938	45	9.99413	-10	-16	39.04990	63.55690
939	45	9.99231	-10	-15	40.05290	59.97060
940	45	9.99068	-11	-15	41.15230	56.41340
941	45	9.9892	-11	-14	42.25180	52.85580
942	45	9.9879	-11	-13	43.44760	49.32750
943	45	9.98669	-11	-12	44.54730	45.76910
944	45	9.98557	-12	-11	45.55100	42.18060
945	45	9.98463	-12	-10	46.65090	38.62160
946	45	9.98384	-12	-9	47.75090	35.06240
947	45	9.98326	-13	-8	48.91900	31.62400
948	45	9.98274	-13	-7	50.01900	28.06450
949	45	9.9823	-13	-6	51.02300	24.47520
950	45	9.98206	-13	-5	52.12310	20.91560
951	45	9.98196	-14	-4	53.22320	17.35610
952	45	9.98205	-14	-4	54.41940	13.82650
953	45	9.98222	-14	-3	55.49120	10.35850
954	45	9.98247	-15	-2	56.49490	 6.76980
955	45	9.98292	-15	-1	57.59480	 3.21100
956	45	9.98351	-15	0	58.69450	-0.34740
957	45	9.98429	-15	1	59.89030	-3.87570
958	45	9.98516	-16	2	60.98980	-7.43330
959	45	9.98608	-16	3	61.96480	-10.92900
960	45	9.98725	-16	4	63.09220	-14.57680
961	45	9.98738	-17	2	64.64370	-6.30410
962	45	9.98651	-16	1	63.54420	-2.74650
963	45	9.98584	-16	0	62.54070	 0.84130
964	45	9.9852	-16	-1	61.34480	 4.37000
965	45	9.98475	-15	-2	60.24500	 7.92880
966	45	9.98444	-15	-3	59.17330	11.39650
967	45	9.98427	-15	-4	58.07330	14.95570
968	45	9.98429	-15	-5	57.06940	18.54480
969	45	9.98433	-14	-6	55.87310	22.07460
970	45	9.98458	-14	-7	54.77300	25.63420
971	45	9.98496	-14	-8	53.67290	29.19370
972	45	9.98548	-14	-8	52.57280	32.75320
973	45	9.98618	-13	-9	51.59710	36.25100
974	45	9.98691	-13	-10	50.40100	39.78060
975	45	9.98787	-13	-11	49.27290	43.43080
976	45	9.98894	-12	-12	48.17300	46.98960
977	45	9.99019	-12	-13	47.19760	50.48650
978	45	9.99154	-12	-14	46.09800	54.04450
979	45	9.99296	-12	-15	44.90230	57.57240
980	45	9.99391	-13	-14	49.75100	55.17350
981	45	9.99256	-13	-13	50.85060	51.61550
982	45	9.99138	-13	-12	51.92220	48.14830
983	45	9.9903	-14	-11	53.02200	44.58950
984	45	9.98943	-14	-11	54.21810	41.06020
985	45	9.98857	-14	-10	55.22200	37.47130
986	45	9.98791	-14	-9	56.32200	33.91190
987	45	9.98739	-15	-8	57.42210	30.35240
988	45	9.98701	-15	-7	58.52220	26.79290
989	45	9.98683	-15	-6	59.71840	23.26300
990	45	9.98666	-16	-5	60.72240	19.67380
991	45	9.9867	-16	-4	61.82250	16.11440
992	45	9.98687	-16	-3	62.92250	12.55520
993	45	9.98717	-16	-2	63.99420	 9.08750
994	45	9.98769	-17	-1	65.19020	 5.55840
995	45	9.98821	-17	-1	66.19380	 1.97030
996	45	9.98894	-17	0	67.29340	-1.58770
997	45	9.98977	-17	-3	67.77070	10.15460
998	45	9.98945	-17	-4	66.67070	13.71370
999	45	9.98928	-17	-4	65.57070	17.27290
1000	45	9.98924	-17	-5	64.47070	20.83230
1001	45	9.98935	-16	-6	63.37060	24.39180
1002	45	9.98959	-16	-7	62.27050	27.95130
1003	45	9.98997	-16	-8	61.17040	31.51090
1004	45	9.99049	-15	-9	60.07030	35.07040
1005	45	9.99115	-15	-10	58.97030	38.62970
1006	45	9.99195	-15	-11	57.87030	42.18900
1007	45	9.99289	-15	-12	56.77030	45.74800
1008	45	9.99233	-17	-7	66.01780	29.10940
